ts_code,trade_date,pre_close,open,high,low,close,change,pct_chg,volume,amount,ma20,ma60,ma120,ret_20,ret_60,ret_120,daily_ret,vol_20,max_drawdown_60,premium_20,avg_amount_20,avg_volume_20,trend_pass,etf_code,etf_name,theme,technical_score,fundamental_score,valuation_percentile,valuation_filter_pass,liquidity_pass,trend_filter_pass,final_score,market_filter_pass,market_exposure,intraday_filter_pass,selected,target_weight,signal_date,execution_date
515210.SH,2023-08-25,1.265,1.262,1.279,1.252,1.265,0.0,0.0,369228.0,46819190.0,1.323,1.2806833333333332,1.3058416666666666,-0.06985294117647067,0.020984665052461438,-0.12335412335412343,0.0,0.1536618430948767,-0.09123563218390807,-0.04383975812547247,76787385.5,576047.082,False,515210.SH,钢铁ETF,钢铁,0.27741303178585514,0.5,,True,True,False,0.34418912225009857,False,0.0,True,False,0.0,2023-08-25,2023-08-28
512200.SH,2023-08-25,0.633,0.631,0.655,0.631,0.642,0.009,1.4218,8812891.61,566580564.0,0.6744,0.6405833333333333,0.6581499999999999,-0.06686046511627897,0.0507364975450082,-0.12295081967213106,0.014218009478673022,0.25309640841656067,-0.1058495821727019,-0.04804270462633453,331378186.55,4880047.7455,True,512200.SH,地产ETF,地产,0.28758002955235334,0.45,,True,True,True,0.33630602068664733,False,0.0,True,False,0.0,2023-08-25,2023-08-28
515220.SH,2023-08-25,2.048,2.038,2.052,2.023,2.028,-0.02,-0.9766,503066.0,102393023.0,2.0779500000000004,2.072516666666667,2.1265083333333332,-0.04878048780487809,0.01858362631843291,-0.12886597938144329,-0.009765625,0.1853744577654348,-0.053221288515406084,-0.02403811448783677,102471831.85,492259.27799999993,False,515220.SH,煤炭ETF,煤炭,0.2156201203113649,0.5,,True,True,False,0.3009340842179554,False,0.0,True,False,0.0,2023-08-25,2023-08-28
159928.SZ,2023-08-25,0.929,0.925,0.934,0.925,0.929,0.0,0.0,1624996.15,150963431.0,0.9574,0.9459166666666667,0.9779666666666667,-0.06445115810674718,0.018640350877193068,-0.15004574565416284,0.0,0.16377821372663295,-0.07099999999999995,-0.02966367244620849,192624315.15,1995467.9775000003,False,159928.SZ,消费ETF,消费,0.1413860767651129,0.5,,True,True,False,0.24897025373557902,False,0.0,True,False,0.0,2023-08-25,2023-08-28
512400.SH,2023-08-25,1.002,0.995,0.998,0.982,0.987,-0.015,-1.497,1550660.07,153312343.0,1.0456499999999997,1.0503333333333333,1.0828916666666666,-0.08014911463187324,-0.0361328125,-0.15496575342465746,-0.014970059880239583,0.18636708913616767,-0.09449541284403673,-0.05608951369961246,141978517.75,1347319.9224999999,False,512400.SH,有色金属ETF,有色,-0.11101112351841692,0.5,,True,True,False,0.07229221353710816,False,0.0,True,False,0.0,2023-08-25,2023-08-28
512660.SH,2023-08-25,1.011,1.006,1.012,0.991,0.994,-0.017,-1.6815,3343387.0,334435465.0,1.0438,1.0693166666666665,1.0874583333333334,-0.07189542483660127,-0.07620817843866179,-0.13187772925764196,-0.016815034619188873,0.19129666086109812,-0.12345679012345667,-0.04771028932745747,350281531.85,3358981.732,False,512660.SH,军工ETF,军工,-0.1542423581032385,0.5,,True,True,False,0.04203034932773306,False,0.0,True,False,0.0,2023-08-25,2023-08-28
512010.SH,2023-08-25,0.412,0.41,0.414,0.407,0.409,-0.003,-0.7282,12253718.0,502984345.0,0.42110000000000003,0.42739999999999995,0.44763333333333327,-0.08705357142857151,-0.06407322654462244,-0.1670061099796334,-0.007281553398058249,0.21793858194248453,-0.08705357142857151,-0.028734267394918245,762498852.1,18049307.3525,False,512010.SH,医药ETF,医药,-0.4770266830742983,0.5,,True,True,False,-0.18391867815200877,False,0.0,True,False,0.0,2023-08-25,2023-08-28
515030.SH,2023-08-25,1.363,1.358,1.358,1.341,1.347,-0.016,-1.1739,1139747.0,153887697.0,1.4718,1.5015333333333336,1.545525,-0.10794701986754973,-0.09899665551839476,-0.20904286553141516,-0.011738811445341168,0.18373877975208813,-0.1348747591522158,-0.08479412963717903,239300247.25,1622115.552,False,515030.SH,新能源车ETF,新能源车,-0.5158284672659834,0.5,,True,True,False,-0.21107992708618836,False,0.0,True,False,0.0,2023-08-25,2023-08-28
159995.SZ,2023-08-25,0.946,0.939,0.94,0.919,0.923,-0.023,-2.4313,5505778.89,511852263.0,0.9947500000000001,1.0410666666666666,1.0810916666666666,-0.10648596321393988,-0.1609090909090909,-0.103883495145631,-0.024312896405919604,0.20036119570838218,-0.1631912964641885,-0.07212867554661984,525807161.2,5287900.1049999995,False,159995.SZ,芯片ETF,芯片,-0.5516687158507522,0.5,,True,True,False,-0.23616810109552652,False,0.0,True,False,0.0,2023-08-25,2023-08-28
159819.SZ,2023-08-25,0.796,0.782,0.782,0.752,0.76,-0.036,-4.5226,3596296.11,275665413.0,0.84335,0.88995,0.8903916666666666,-0.12037037037037035,-0.16022099447513816,-0.08982035928143706,-0.045226130653266416,0.3229206238710291,-0.26356589147286824,-0.09883203889251202,223935485.8,2646738.5774999997,False,159819.SZ,人工智能ETF,人工智能,-0.5658279726983747,0.5,,True,True,False,-0.24607958088886225,False,0.0,True,False,0.0,2023-08-25,2023-08-28
512480.SH,2023-08-25,0.797,0.79,0.791,0.773,0.778,-0.019,-2.3839,15429546.0,1206373900.0,0.8412000000000001,0.8869666666666667,0.9210916666666668,-0.11389521640091116,-0.18018967334035818,-0.09953703703703698,-0.023839397741530766,0.21727783225149805,-0.17758985200845656,-0.07513076557299103,1197715006.7,14237936.213,False,512480.SH,半导体ETF,半导体,-0.6702752484745889,0.5,,True,True,False,-0.3191926739322122,False,0.0,True,False,0.0,2023-08-25,2023-08-28
515790.SH,2023-08-25,1.033,1.024,1.04,1.017,1.025,-0.008,-0.7744,3949803.63,405538560.0,1.1149,1.1656166666666665,1.2326583333333334,-0.12318220701454241,-0.13061916878710778,-0.26680972818311877,-0.007744433688286589,0.23793532164240724,-0.17868589743589747,-0.08063503453224508,527313208.6,4736818.296,False,515790.SH,光伏ETF,光伏,-0.9274113525746375,0.5,,True,True,False,-0.4991879468022462,False,0.0,True,False,0.0,2023-08-25,2023-08-28
512000.SH,2023-09-01,0.927,0.933,0.938,0.926,0.928,0.001,0.1079,6036159.47,561706545.0,0.97475,0.9090166666666667,0.8961083333333334,-0.09197651663405082,0.0956316410861866,0.06544202066590121,0.0010787486515642097,0.29976395246627946,-0.09902912621359217,-0.047961015645037186,1161295720.95,11808304.293000001,True,512000.SH,券商ETF,证券,0.8446175145815865,0.5,,True,True,True,0.7412322602071105,False,0.0,True,False,0.0,2023-09-01,2023-09-04
515220.SH,2023-09-01,2.079,2.078,2.173,2.076,2.17,0.091,4.3771,1631856.42,350194241.0,2.07655,2.0803833333333333,2.119125,0.035305343511450316,0.08013937282229966,-0.03982300884955747,0.04377104377104368,0.27234454853595874,0.0,0.04500252823192308,119978680.05,575150.2835,False,515220.SH,煤炭ETF,煤炭,0.7837685886978787,0.5,,True,True,False,0.6986380120885151,False,0.0,True,False,0.0,2023-09-01,2023-09-04
510880.SH,2023-09-01,2.994,2.995,3.028,2.995,3.022,0.028,0.9352,667126.69,201150060.0,3.0275,3.001516666666667,2.9968083333333335,-0.017555266579974083,-0.00033079722130346934,0.035995886184436054,0.009352037408149494,0.1163249349149843,-0.028295819935691302,-0.0018166804293971994,241055144.0,795496.329,True,510880.SH,红利ETF,红利,0.5992486049919643,0.55,,True,True,True,0.584474023494375,False,0.0,True,False,0.0,2023-09-01,2023-09-04
512800.SH,2023-09-01,1.097,1.102,1.114,1.102,1.108,0.011,1.0027,2209337.66,244535892.0,1.1183,1.1041333333333332,1.0944166666666668,-0.04482758620689642,0.004533091568449832,0.03842549203373968,0.010027347310847867,0.15460146175274728,-0.0513698630136985,-0.00921040865599565,233155803.45,2086188.9560000002,True,512800.SH,银行ETF,银行,0.47383283074038995,0.55,,True,True,True,0.49668298151827295,False,0.0,True,False,0.0,2023-09-01,2023-09-04
515210.SH,2023-09-01,1.267,1.268,1.301,1.268,1.296,0.029,2.2889,972167.0,125699158.0,1.30005,1.2834333333333334,1.2997833333333335,-0.051244509516837566,0.04939271255060729,-0.08860759493670878,0.022888713496448387,0.16445935942908557,-0.06896551724137923,-0.0031152647975076775,73951671.1,567043.7625,True,515210.SH,钢铁ETF,钢铁,0.38026471900141406,0.5,,True,True,True,0.4161853033009898,False,0.0,True,False,0.0,2023-09-01,2023-09-04
159928.SZ,2023-09-01,0.933,0.938,0.947,0.937,0.944,0.011,1.179,2524341.0,238144053.0,0.94445,0.94735,0.9725083333333334,-0.0435663627152989,0.03736263736263723,-0.10095238095238102,0.011789924973204524,0.1709921218090014,-0.05600000000000005,-0.00047646778548371405,164194093.45,1735376.082,False,159928.SZ,消费ETF,消费,0.28305545976231755,0.5,,True,True,False,0.34813882183362227,False,0.0,True,False,0.0,2023-09-01,2023-09-04
561560.SH,2023-09-01,1.066,1.063,1.068,1.059,1.064,-0.002,-0.1876,150665.0,16020993.0,1.0906,1.1100833333333333,1.1012333333333335,-0.051693404634581164,-0.04144144144144146,0.0018832391713747842,-0.0018761726078799779,0.11345156228268456,-0.06911636045494307,-0.024390243902438935,28138756.8,256549.981,False,561560.SH,电力ETF,电力,0.2183016345196214,0.5,,True,False,False,0.302811144163735,False,0.0,True,False,0.0,2023-09-01,2023-09-04
512660.SH,2023-09-01,1.035,1.034,1.036,1.023,1.029,-0.006,-0.5797,1964391.89,201994668.0,1.03195,1.0663,1.0818166666666669,-0.03921568627450989,-0.008670520231213952,-0.10986159169550169,-0.005797101449275366,0.22571046175849965,-0.09259259259259256,-0.0028586656330248372,361309175.9,3496580.9445,False,512660.SH,军工ETF,军工,0.023653740712409183,0.5,,True,True,False,0.16655761849868642,False,0.0,True,False,0.0,2023-09-01,2023-09-04
512200.SH,2023-09-01,0.651,0.662,0.665,0.651,0.655,0.004,0.6144,6578349.73,432183099.0,0.6658,0.64455,0.65625,-0.07876230661040784,0.03312302839116721,-0.07876230661040784,0.006144393241167334,0.365008179007325,-0.08774373259052914,-0.01622108741363759,384206618.65,5740143.189,True,512200.SH,地产ETF,地产,-0.05735694238881189,0.45,,True,True,True,0.09485014032783168,False,0.0,True,False,0.0,2023-09-01,2023-09-04
512010.SH,2023-09-01,0.419,0.419,0.42,0.414,0.416,-0.003,-0.716,11431206.39,475232555.0,0.41745,0.4258833333333333,0.4448666666666667,-0.03480278422273786,-0.023474178403755874,-0.1333333333333333,-0.007159904534606243,0.2089527727868296,-0.07142857142857151,-0.003473469876631996,692313256.15,16571745.197500002,False,512010.SH,医药ETF,医药,-0.1108830045251121,0.5,,True,True,False,0.07238189683242154,False,0.0,True,False,0.0,2023-09-01,2023-09-04
512400.SH,2023-09-01,0.997,0.999,1.022,0.998,1.019,0.022,2.2066,1431984.0,145421515.0,1.0257,1.0465333333333333,1.07655,-0.062557497700092,-0.019249278152069338,-0.11082024432809778,0.02206619859578729,0.20459157217952592,-0.06513761467889922,-0.006532124402847006,117527356.3,1143951.0675,False,512400.SH,有色金属ETF,有色,-0.2158658004950828,0.5,,True,True,False,-0.0011060603465579688,False,0.0,True,False,0.0,2023-09-01,2023-09-04
159995.SZ,2023-09-01,0.993,0.996,1.006,0.98,0.987,-0.006,-0.6042,5156446.79,512257769.0,0.9763,1.0316666666666667,1.0781416666666668,-0.05730659025787965,-0.07843137254901955,-0.05640535372848954,-0.006042296072507614,0.2622142942560208,-0.10516772438803268,0.010959745979719493,573070954.7,5864595.3195,False,159995.SZ,芯片ETF,芯片,-0.4808417071596215,0.5,,True,True,False,-0.18658919501173502,False,0.0,True,False,0.0,2023-09-01,2023-09-04
159819.SZ,2023-09-01,0.814,0.814,0.815,0.8,0.806,-0.008,-0.9828,1396670.04,112588349.0,0.8237,0.8810333333333333,0.889775,-0.10044642857142849,-0.09843400447427286,-0.011042944785275899,-0.009828009828009687,0.3544910916313945,-0.21899224806201545,-0.021488405973048352,229536982.0,2785417.818,False,159819.SZ,人工智能ETF,人工智能,-0.5342983653803111,0.5,,True,True,False,-0.22400885576621773,False,0.0,True,False,0.0,2023-09-01,2023-09-04
512480.SH,2023-09-01,0.844,0.846,0.854,0.831,0.838,-0.006,-0.7109,12997990.4,1092524769.0,0.8249000000000001,0.8777166666666667,0.9187083333333333,-0.05310734463276845,-0.08813928182807407,-0.05096262740656854,-0.007109004739336511,0.2937829283908346,-0.11322751322751323,0.015880712813674203,1291282417.95,15660445.091500003,False,512480.SH,半导体ETF,半导体,-0.5459142596335065,0.5,,True,True,False,-0.23213998174345454,False,0.0,True,False,0.0,2023-09-01,2023-09-04
515030.SH,2023-09-01,1.377,1.379,1.387,1.375,1.38,0.003,0.2179,664345.12,91680731.0,1.43185,1.4905499999999998,1.532775,-0.10910264686894777,-0.06377204884667576,-0.17266187050359716,0.002178649237472685,0.1921371850825228,-0.11368015414258192,-0.036211893703949505,226206433.2,1570561.6655000001,False,515030.SH,新能源车ETF,新能源车,-0.7113491234756142,0.5,,True,True,False,-0.3479443864329299,False,0.0,True,False,0.0,2023-09-01,2023-09-04
515790.SH,2023-09-01,1.051,1.052,1.057,1.047,1.05,-0.001,-0.0951,1906383.87,200196468.0,1.08595,1.1572500000000001,1.2173833333333335,-0.11092294665537683,-0.06832298136645953,-0.25373134328358204,-0.0009514747859180606,0.2472914912235479,-0.15865384615384615,-0.03310465491044701,501034578.1,4622749.5200000005,False,515790.SH,光伏ETF,光伏,-0.9502338899495216,0.5,,True,True,False,-0.5151637229646651,False,0.0,True,False,0.0,2023-09-01,2023-09-04
515220.SH,2023-09-08,2.252,2.229,2.245,2.209,2.21,-0.042,-1.865,702309.0,155995474.0,2.1117999999999997,2.097916666666667,2.1208,0.05741626794258381,0.09677419354838701,0.03658536585365857,-0.018650088809946674,0.2643052040555823,-0.018650088809946674,0.04650061558859764,142384510.3,667128.693,True,515220.SH,煤炭ETF,煤炭,0.9537298986994881,0.5,,True,True,True,0.8176109290896416,False,0.0,True,False,0.0,2023-09-08,2023-09-11
512000.SH,2023-09-08,0.919,0.916,0.928,0.911,0.923,0.004,0.4353,7082997.93,650474543.0,0.95335,0.9151333333333334,0.8989166666666667,-0.06294416243654821,0.08333333333333348,0.082063305978898,0.0043525571273121955,0.253262343311956,-0.103883495145631,-0.03183510777783605,996171924.2,10310618.739500001,True,512000.SH,券商ETF,证券,0.7777595604233082,0.5,,True,True,True,0.6944316922963157,False,0.0,True,False,0.0,2023-09-08,2023-09-11
510880.SH,2023-09-08,3.033,3.025,3.029,3.007,3.014,-0.019,-0.6264,695400.0,209658836.0,3.028,3.0031999999999996,3.00265,0.0006640106241699861,0.009715242881072061,0.04002760524499638,-0.006264424662050794,0.11753409881836563,-0.03086816720257235,-0.004623513870541718,258771750.15,853690.4945,True,510880.SH,红利ETF,红利,0.6313703176195626,0.55,,True,True,True,0.6069592223336938,False,0.0,True,False,0.0,2023-09-08,2023-09-11
512800.SH,2023-09-08,1.117,1.114,1.115,1.109,1.112,-0.005,-0.4476,960747.0,106841372.0,1.1127,1.1053333333333335,1.0972083333333336,-0.009795191451469232,0.022999080036798736,0.05203405865657529,-0.004476275738585445,0.15495420523195413,-0.04794520547945191,-0.0006291003864472566,238964736.8,2145650.616,True,512800.SH,银行ETF,银行,0.6294490366472626,0.55,,True,True,True,0.6056143256530838,False,0.0,True,False,0.0,2023-09-08,2023-09-11
515210.SH,2023-09-08,1.294,1.294,1.298,1.281,1.287,-0.007,-0.541,752727.11,96778733.0,1.2957,1.2890666666666666,1.2964666666666667,-0.01680672268907568,0.033734939759036076,-0.06468023255813948,-0.005409582689335446,0.2105023476804458,-0.07543103448275856,-0.00671451724936345,82810067.1,636245.9345,False,515210.SH,钢铁ETF,钢铁,0.3429187416412115,0.5,,True,True,False,0.39004311914884804,False,0.0,True,False,0.0,2023-09-08,2023-09-11
512660.SH,2023-09-08,1.038,1.037,1.064,1.033,1.062,0.024,2.3121,4630136.42,488295553.0,1.0302499999999999,1.0668333333333335,1.0779916666666667,0.02115384615384608,0.022136669874879722,-0.04496402877697847,0.023121387283236983,0.24983044622674133,-0.06349206349206338,0.030817762678961635,356436282.55,3455987.481,False,512660.SH,军工ETF,军工,0.33737159719071486,0.5,,True,True,False,0.38616011803350037,False,0.0,True,False,0.0,2023-09-08,2023-09-11
561560.SH,2023-09-08,1.059,1.057,1.075,1.056,1.071,0.012,1.1331,227706.0,24274872.0,1.0792000000000002,1.1064666666666667,1.1013833333333336,-0.021917808219178103,-0.021917808219178103,0.00187090739008422,0.011331444759206777,0.11261192039865338,-0.06299212598425208,-0.007598220904373787,23355579.4,216262.131,False,561560.SH,电力ETF,电力,0.3259913606166014,0.5,,True,False,False,0.37819395243162096,False,0.0,True,False,0.0,2023-09-08,2023-09-11
512200.SH,2023-09-08,0.65,0.646,0.65,0.641,0.649,-0.001,-0.1538,2648740.0,170999151.0,0.6587000000000001,0.6456166666666667,0.6544000000000001,-0.041358936484490405,0.02689873417721511,-0.06349206349206338,-0.0015384615384614886,0.36802854134073415,-0.09610027855153191,-0.014725975406102987,366464334.2,5524410.427,True,512200.SH,地产ETF,地产,0.029326483053916053,0.45,,True,True,True,0.15552853813774126,False,0.0,True,False,0.0,2023-09-08,2023-09-11
159928.SZ,2023-09-08,0.939,0.936,0.939,0.927,0.932,-0.007,-0.7455,1677266.0,156216729.0,0.9378500000000001,0.9484666666666667,0.9684583333333333,-0.026123301985370828,-0.02408376963350778,-0.09951690821256032,-0.007454739084131967,0.18090859581654847,-0.06799999999999995,-0.006237671269392786,160041643.45,1704534.8009999997,False,159928.SZ,消费ETF,消费,-0.05389789431118866,0.5,,True,True,False,0.11227147398216794,False,0.0,True,False,0.0,2023-09-08,2023-09-11
512400.SH,2023-09-08,1.025,1.024,1.027,1.012,1.015,-0.01,-0.9756,980972.0,99882389.0,1.0162,1.0452000000000001,1.0728499999999999,-0.035171102661597065,-0.036087369420702786,-0.07136322049405308,-0.009756097560975618,0.22882436326302605,-0.06880733944954143,-0.0011808699074986606,125905806.9,1235086.6365,False,512400.SH,有色金属ETF,有色,-0.17516041759054643,0.5,,True,True,False,0.027387707686617496,False,0.0,True,False,0.0,2023-09-08,2023-09-11
512010.SH,2023-09-08,0.405,0.404,0.408,0.404,0.405,0.0,0.0,11000136.4,445879023.0,0.41484999999999994,0.42456666666666665,0.4421833333333333,-0.03800475059382413,-0.0603248259860788,-0.14376321353065524,0.0,0.18386570067427965,-0.0959821428571428,-0.02374352175485095,574527061.2,13842912.02,False,512010.SH,医药ETF,医药,-0.29407593591676867,0.5,,True,True,False,-0.05585315514173805,False,0.0,True,False,0.0,2023-09-08,2023-09-11
512480.SH,2023-09-08,0.838,0.832,0.854,0.832,0.846,0.008,0.9547,16386811.71,1386875168.0,0.82035,0.8718,0.916875,-0.004705882352941226,-0.09904153354632583,-0.06415929203539827,0.009546539379474916,0.33373346350450417,-0.10476190476190472,0.031267142073505116,1440565367.1,17480532.441999998,False,512480.SH,半导体ETF,半导体,-0.48356006548834607,0.5,,True,True,False,-0.18849204584184223,False,0.0,True,False,0.0,2023-09-08,2023-09-11
159995.SZ,2023-09-08,0.979,0.974,0.99,0.972,0.985,0.006,0.6129,5098432.57,500844908.0,0.96885,1.0252333333333332,1.0756916666666667,-0.020874751491053667,-0.09963436928702019,-0.07163053722902923,0.006128702757916216,0.30083722879748137,-0.10698096101541255,0.01666924704546635,625974750.2,6429611.9365,False,159995.SZ,芯片ETF,芯片,-0.49468118387224413,0.5,,True,True,False,-0.19627682871057087,False,0.0,True,False,0.0,2023-09-08,2023-09-11
515030.SH,2023-09-08,1.356,1.35,1.355,1.334,1.342,-0.014,-1.0324,1923455.0,258047928.0,1.39325,1.4814666666666665,1.5229583333333332,-0.10413885180240312,-0.09324324324324318,-0.14631043256997456,-0.010324483775811188,0.1986552514219874,-0.13808606294155423,-0.036784496680423495,218339573.1,1560724.8065000002,False,515030.SH,新能源车ETF,新能源车,-0.73889251449431,0.5,,True,True,False,-0.367224760146017,False,0.0,True,False,0.0,2023-09-08,2023-09-11
159819.SZ,2023-09-08,0.782,0.78,0.785,0.774,0.78,-0.002,-0.2558,1643998.05,128313575.0,0.8042,0.87115,0.8888833333333334,-0.07801418439716301,-0.17460317460317454,-0.038224414303329235,-0.002557544757033292,0.3567183294298705,-0.2441860465116279,-0.030092016911216102,226326176.25,2825131.0455,False,159819.SZ,人工智能ETF,人工智能,-0.7463208644253354,0.5,,True,True,False,-0.3724246050977348,False,0.0,True,False,0.0,2023-09-08,2023-09-11
515790.SH,2023-09-08,1.022,1.019,1.024,1.007,1.01,-0.012,-1.1742,3532906.24,357404906.0,1.05655,1.1489333333333334,1.2039583333333335,-0.1155866900175131,-0.11013215859030834,-0.224865694551036,-0.011741682974559686,0.2574171998812042,-0.1907051282051282,-0.04405849226255276,509666133.25,4813930.9335,False,515790.SH,光伏ETF,光伏,-1.0413281197933255,0.5,,True,True,False,-0.5789296838553278,False,0.0,True,False,0.0,2023-09-08,2023-09-11
515220.SH,2023-09-15,2.323,2.325,2.335,2.296,2.309,-0.014,-0.6027,1118486.14,258595027.0,2.1628499999999997,2.1179333333333332,2.12555,0.1296477495107633,0.15855494229804323,0.06209751609935621,-0.0060266896254842495,0.2803269177828086,-0.0060266896254842495,0.06757287837806625,182276300.9,832495.448,True,515220.SH,煤炭ETF,煤炭,1.1152278125799786,0.5,,True,True,True,0.930659468805985,False,0.0,True,False,0.0,2023-09-15,2023-09-18
510880.SH,2023-09-15,3.083,3.085,3.11,3.072,3.085,0.002,0.0649,1047896.93,323953456.0,3.0358,3.0117,3.0088083333333335,0.018487949818421834,0.0608665749656121,0.05940934065934078,0.0006487187804087302,0.12550476451673198,-0.008038585209003135,0.016206601225377204,255041522.75,838607.2715,True,510880.SH,红利ETF,红利,0.627823952076402,0.55,,True,True,True,0.6044767664534814,False,0.0,True,False,0.0,2023-09-15,2023-09-18
512800.SH,2023-09-15,1.124,1.126,1.132,1.116,1.118,-0.006,-0.5338,2968589.0,333435200.0,1.11305,1.1081166666666666,1.0996666666666666,0.0035906642728904536,0.040968342644320366,0.04878048780487809,-0.005338078291814985,0.14742180749165307,-0.042808219178082085,0.004447239566955696,229196882.05,2056468.0280000002,True,512800.SH,银行ETF,银行,0.5360447582161703,0.55,,True,True,True,0.5402313307513191,False,0.0,True,False,0.0,2023-09-15,2023-09-18
512000.SH,2023-09-15,0.922,0.924,0.926,0.912,0.917,-0.005,-0.5423,5669684.81,520982054.0,0.9377000000000001,0.9205666666666665,0.9014083333333333,-0.06141248720573178,0.08778173190984595,0.05523590333716921,-0.005422993492407824,0.24912297245767517,-0.10970873786407764,-0.02207529060467106,873293830.6,9163209.813,False,512000.SH,券商ETF,证券,0.4617553747823585,0.5,,True,True,False,0.4732287623476509,False,0.0,True,False,0.0,2023-09-15,2023-09-18
515210.SH,2023-09-15,1.306,1.312,1.325,1.304,1.315,0.009,0.6891,731153.0,96090844.0,1.2929,1.2939,1.2940833333333333,0.008435582822085896,0.07610474631751218,-0.020119225037257937,0.006891271056661541,0.21126682613562286,-0.05531609195402298,0.017093356021347317,85025174.85,654518.4415,False,515210.SH,钢铁ETF,钢铁,0.42381667192862316,0.5,,True,True,False,0.4466716703500362,False,0.0,True,False,0.0,2023-09-15,2023-09-18
561560.SH,2023-09-15,1.093,1.092,1.097,1.075,1.079,-0.014,-1.2809,193609.0,20996095.0,1.07365,1.1048166666666668,1.1021166666666666,-0.018198362147406777,-0.02352941176470591,0.017924528301886733,-0.012808783165599302,0.12135113093805558,-0.055993000874890675,0.004983001909374618,22310049.2,207595.59300000002,False,561560.SH,电力ETF,电力,0.19498357565606228,0.5,,True,False,False,0.28648850295924355,False,0.0,True,False,0.0,2023-09-15,2023-09-18
512400.SH,2023-09-15,1.028,1.031,1.038,1.022,1.028,0.0,0.0,1099160.0,113233759.0,1.0158,1.0432833333333333,1.0690583333333334,0.017821782178217838,0.004887585532747041,-0.09267431597528686,0.0,0.21946159240080837,-0.05688073394495419,0.012010238235873105,125717848.75,1234857.507,False,512400.SH,有色金属ETF,有色,0.07881444261457315,0.5,,True,True,False,0.2051701098302012,False,0.0,True,False,0.0,2023-09-15,2023-09-18
159928.SZ,2023-09-15,0.937,0.938,0.942,0.926,0.929,-0.008,-0.8538,2068542.0,193349691.0,0.9365499999999999,0.9466166666666668,0.9646416666666666,-0.005353319057815886,-0.012752391073326153,-0.10587102983638097,-0.008537886872998945,0.15373007718710402,-0.07099999999999995,-0.008061502322353142,158483876.25,1689447.9615000002,False,159928.SZ,消费ETF,消费,0.06857489845781571,0.5,,True,True,False,0.19800242892047099,False,0.0,True,False,0.0,2023-09-15,2023-09-18
512200.SH,2023-09-15,0.634,0.636,0.64,0.631,0.636,0.002,0.3155,2591187.0,164846296.0,0.6512,0.6466999999999999,0.6519499999999999,-0.036363636363636376,0.047775947281713416,-0.0901287553648068,0.003154574132492094,0.3495954378899503,-0.11420612813370468,-0.023341523341523285,338357908.55,5134884.051,False,512200.SH,地产ETF,地产,0.01124409484405689,0.45,,True,True,False,0.14287086639083985,False,0.0,True,False,0.0,2023-09-15,2023-09-18
512010.SH,2023-09-15,0.411,0.412,0.421,0.41,0.417,0.006,1.4599,21650326.48,902160956.0,0.41319999999999996,0.42263333333333336,0.4399583333333333,0.0024038461538462563,-0.018823529411764683,-0.11652542372881358,0.014598540145985384,0.20424133801167038,-0.0691964285714286,0.009196515004840311,576648555.1,13949303.862,False,512010.SH,医药ETF,医药,-0.07681768485759641,0.5,,True,True,False,0.09622762059968251,False,0.0,True,False,0.0,2023-09-15,2023-09-18
512660.SH,2023-09-15,1.029,1.029,1.031,1.023,1.03,0.001,0.0972,1826141.21,187621132.0,1.03125,1.0637666666666667,1.0744416666666665,-0.0067502410800385215,-0.05504587155963303,-0.09251101321585897,0.0009718172983479434,0.21995244736038488,-0.09171075837742493,-0.00121212121212122,306063402.2,2965930.7505,False,512660.SH,军工ETF,军工,-0.14346395814458174,0.5,,True,True,False,0.04957522929879278,False,0.0,True,False,0.0,2023-09-15,2023-09-18
512480.SH,2023-09-15,0.818,0.822,0.842,0.811,0.829,0.011,1.3447,17499321.32,1446428029.0,0.8242,0.8634000000000001,0.9122916666666667,0.03366583541147117,-0.08397790055248622,-0.15321756894790606,0.01344743276283622,0.3158893052421756,-0.09989142236699244,0.005823829167677541,1429881206.05,17294757.242,False,512480.SH,半导体ETF,半导体,-0.3195151727369888,0.5,,True,True,False,-0.07366062091589215,False,0.0,True,False,0.0,2023-09-15,2023-09-18
159995.SZ,2023-09-15,0.952,0.955,0.978,0.945,0.963,0.011,1.1555,6091917.01,586642124.0,0.9690499999999999,1.0148833333333334,1.070125,0.013684210526315743,-0.09150943396226419,-0.15674255691768824,0.011554621848739455,0.2858277265970137,-0.1091581868640148,-0.006243227903616866,592084530.3,6083569.8950000005,False,159995.SZ,芯片ETF,芯片,-0.3482236282999904,0.5,,True,True,False,-0.09375653980999324,False,0.0,True,False,0.0,2023-09-15,2023-09-18
515030.SH,2023-09-15,1.321,1.323,1.325,1.306,1.31,-0.011,-0.8327,1186050.0,155658464.0,1.3649499999999999,1.4644666666666666,1.5120333333333333,-0.08134642356241228,-0.13588390501319259,-0.18885448916408665,-0.008327024981074849,0.19790791956205234,-0.1580976863753213,-0.040257884904208785,193178040.95,1411487.6955,False,515030.SH,新能源车ETF,新能源车,-0.7048384441700999,0.5,,True,True,False,-0.3433869109190699,False,0.0,True,False,0.0,2023-09-15,2023-09-18
