index_code,con_code,in_date,out_date,is_new
801750.SI,300663.SZ,20170615,,Y
801750.SI,300674.SZ,20181114,,Y
801750.SI,300678.SZ,20170804,,Y
801750.SI,300682.SZ,20170808,,Y
801750.SI,300687.SZ,20170810,,Y
801750.SI,300691.SZ,20211213,,Y
801750.SI,300730.SZ,20171212,,Y
801750.SI,300738.SZ,20180131,20230705,N
801750.SI,300743.SZ,20211213,,Y
801750.SI,300766.SZ,20190424,20211210,N
801750.SI,300766.SZ,20211228,,Y
801750.SI,300768.SZ,20190419,,Y
801750.SI,300771.SZ,20190429,,Y
801750.SI,300773.SZ,20190507,20211210,N
801750.SI,300789.SZ,20190906,,Y
801750.SI,300790.SZ,20211213,,Y
801750.SI,300799.SZ,20191105,20240705,N
801750.SI,300803.SZ,20191125,,Y
801750.SI,300807.SZ,20191226,,Y
801750.SI,300830.SZ,20200513,,Y
801750.SI,300845.SZ,20200710,,Y
801750.SI,300846.SZ,20200708,,Y
801750.SI,300847.SZ,20240731,,Y
801750.SI,300872.SZ,20200831,,Y
801750.SI,300884.SZ,20201119,,Y
801750.SI,300895.SZ,20201009,,Y
801750.SI,300925.SZ,20210107,,Y
801750.SI,300935.SZ,20210127,,Y
801750.SI,300941.SZ,20210223,,Y
801750.SI,300996.SZ,20210610,,Y
801750.SI,301042.SZ,20210812,,Y
801750.SI,301085.SZ,20211025,,Y
801750.SI,301095.SZ,20220812,,Y
801750.SI,301117.SZ,20220124,,Y
801750.SI,301153.SZ,20220525,,Y
801750.SI,301159.SZ,20220114,,Y
801750.SI,301162.SZ,20220511,,Y
801750.SI,301172.SZ,20230802,,Y
801750.SI,301178.SZ,20211119,,Y
801750.SI,301182.SZ,20240731,,Y
801750.SI,301185.SZ,20211126,,Y
801750.SI,301195.SZ,20220808,,Y
801750.SI,301208.SZ,20220714,,Y
801750.SI,301218.SZ,20220314,,Y
801750.SI,301236.SZ,20220322,,Y
801750.SI,301248.SZ,20220427,,Y
801750.SI,301269.SZ,20220805,,Y
801750.SI,301270.SZ,20220907,,Y
801750.SI,301315.SZ,20230630,,Y
801750.SI,301316.SZ,20221020,,Y
801750.SI,301318.SZ,20220817,,Y
801750.SI,301330.SZ,20220824,,Y
801750.SI,301337.SZ,20230602,,Y
801750.SI,301339.SZ,20220919,,Y
801750.SI,301378.SZ,20230327,,Y
801750.SI,301391.SZ,20221208,,Y
801750.SI,301396.SZ,20221118,,Y
801750.SI,301503.SZ,20230724,,Y
801750.SI,301556.SZ,20241024,,Y
801750.SI,301589.SZ,20240223,,Y
801750.SI,301600.SZ,20240920,,Y
801750.SI,301608.SZ,20240808,,Y
801750.SI,301638.SZ,20251125,,Y
801750.SI,600100.SH,20140221,,Y
801750.SI,600131.SH,20211213,,Y
801750.SI,600225.SH,20220801,20250206,N
801750.SI,600271.SH,20140221,,Y
801750.SI,600288.SH,20240731,,Y
801750.SI,600410.SH,20140221,,Y
801750.SI,600446.SH,20140221,,Y
801750.SI,600455.SH,20140702,20170630,N
801750.SI,600455.SH,20211213,,Y
801750.SI,600476.SH,20140221,,Y
801750.SI,600536.SH,20140221,,Y
801750.SI,600570.SH,20140221,,Y
801750.SI,600571.SH,20140221,,Y
801750.SI,600588.SH,20140221,,Y
801750.SI,600589.SH,20240725,,Y
801750.SI,600590.SH,20140221,20140701,N
801750.SI,600601.SH,20140221,20190705,N
801750.SI,600602.SH,20160701,,Y
801750.SI,600654.SH,20150701,20221222,N
801750.SI,600654.SH,20221227,,Y
801750.SI,600680.SH,20140221,20170630,N
801750.SI,600701.SH,20170703,20200528,N
801750.SI,600718.SH,20140221,,Y
801750.SI,600728.SH,20140221,,Y
801750.SI,600756.SH,20140221,,Y
801750.SI,600764.SH,20140221,20180713,N
801750.SI,600767.SH,20220801,20230530,N
801750.SI,600797.SH,20140221,,Y
801750.SI,600800.SH,20170703,20211210,N
801750.SI,600845.SH,20140221,,Y
801750.SI,600850.SH,20140221,,Y
801750.SI,600855.SH,20140221,20240730,N
801750.SI,601360.SH,20180307,,Y
801750.SI,601519.SH,20140221,,Y
801750.SI,603003.SH,20211213,20250609,N
801750.SI,603019.SH,20141113,,Y
801750.SI,603039.SH,20170120,,Y
801750.SI,603106.SH,20170927,,Y
801750.SI,603138.SH,20170313,,Y
801750.SI,603171.SH,20210707,,Y
801750.SI,603189.SH,20160923,,Y
801750.SI,603232.SH,20170428,,Y
801750.SI,603383.SH,20170531,,Y
801750.SI,603496.SH,20170614,,Y
801750.SI,603508.SH,20151231,,Y
801750.SI,603516.SH,20180209,,Y
801750.SI,603528.SH,20190708,,Y
801750.SI,603611.SH,20220801,20240730,N
801750.SI,603636.SH,20150108,,Y
801750.SI,603660.SH,20161208,,Y
801750.SI,603859.SH,20220801,,Y
801750.SI,603869.SH,20190708,,Y
801750.SI,603881.SH,20170703,20230705,N
801750.SI,603887.SH,20211213,,Y
801750.SI,603918.SH,20150604,,Y
801750.SI,603927.SH,20190917,,Y
801750.SI,603990.SH,20161215,,Y
801750.SI,605118.SH,20211213,,Y
801750.SI,605398.SH,20210128,,Y
801750.SI,688004.SH,20230925,,Y
801750.SI,688023.SH,20230925,,Y
801750.SI,688030.SH,20230925,,Y
801750.SI,688031.SH,20230925,,Y
801750.SI,688038.SH,20230925,,Y
801750.SI,688039.SH,20230925,,Y
801750.SI,688051.SH,20230925,,Y
801750.SI,688058.SH,20230925,,Y
801750.SI,688060.SH,20230925,,Y
801750.SI,688066.SH,20230925,,Y
801750.SI,688078.SH,20230925,,Y
801750.SI,688083.SH,20230925,,Y
801750.SI,688088.SH,20230925,,Y
801750.SI,688095.SH,20230925,,Y
801750.SI,688109.SH,20230925,,Y
801750.SI,688111.SH,20230925,,Y
801750.SI,688118.SH,20230925,,Y
801750.SI,688152.SH,20230925,,Y
801750.SI,688158.SH,20230925,,Y
801750.SI,688168.SH,20230925,,Y
801750.SI,688171.SH,20230925,,Y
801750.SI,688188.SH,20230925,,Y
801750.SI,688201.SH,20230925,,Y
801750.SI,688206.SH,20230925,,Y
801750.SI,688207.SH,20230925,,Y
801750.SI,688208.SH,20230925,,Y
801750.SI,688225.SH,20230925,,Y
801750.SI,688227.SH,20230925,,Y
801750.SI,688228.SH,20230925,,Y
801750.SI,688229.SH,20230925,,Y
801750.SI,688232.SH,20230925,,Y
801750.SI,688244.SH,20230925,,Y
801750.SI,688246.SH,20230925,,Y
801750.SI,688251.SH,20230925,,Y
801750.SI,688258.SH,20230925,,Y
801750.SI,688288.SH,20230925,,Y
801750.SI,688291.SH,20230925,,Y
801750.SI,688292.SH,20240522,,Y
801750.SI,688296.SH,20230925,,Y
801750.SI,688307.SH,20230925,,Y
801750.SI,688316.SH,20230925,,Y
801750.SI,688318.SH,20230925,,Y
801750.SI,688326.SH,20230925,,Y
801750.SI,688327.SH,20230925,,Y
801750.SI,688343.SH,20230925,,Y
801750.SI,688365.SH,20230925,,Y
801750.SI,688369.SH,20230925,,Y
801750.SI,688435.SH,20230925,,Y
801750.SI,688475.SH,20230925,,Y
801750.SI,688479.SH,20230925,,Y
801750.SI,688489.SH,20230925,,Y
801750.SI,688500.SH,20230925,,Y
801750.SI,688507.SH,20230925,,Y
801750.SI,688509.SH,20230925,,Y
801750.SI,688561.SH,20230925,,Y
801750.SI,688562.SH,20230925,,Y
801750.SI,688568.SH,20230925,,Y
801750.SI,688579.SH,20230925,,Y
801750.SI,688588.SH,20230925,,Y
801750.SI,688590.SH,20230925,,Y
801750.SI,688615.SH,20241010,,Y
801750.SI,688619.SH,20230925,,Y
801750.SI,688631.SH,20230925,,Y
801750.SI,688651.SH,20230925,,Y
801750.SI,688657.SH,20231017,,Y
801750.SI,688692.SH,20240619,,Y
801750.SI,688695.SH,20240320,,Y
801750.SI,688787.SH,20230925,,Y
